commit,validation_status,validation_reason,build_after,test_after,build_before,test_before,error_type,regressions,fixes,new_passes
ff12f812698620fb31f8dc51fecc088dd472158d,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,3,0
5f9e5748bf8a34924942d271a0f8fb1424827119,VALID_BACKPORT,,Success,Success,Success,Success,,0,0,0
0c0c89ddf7b4af1263ae698bb767e10d00c148ed,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,2,0
6b12b4dcef04c024971feeeeceb16afd55d1c1b8,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,11
837f97dcbd288211b864af90696fe0086f73360b,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
150a2136a767ac6ad4671a06aa7825b24497c134,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,33
243cb99b66d91cc85ccdf49c87bfee364fd9cba3,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,33
c3516e4b1c524ddf9d8a5f8ff22ebe9d38cf31a9,VALID_BACKPORT,build_fixed,Success,Success,Fail,Skipped,,0,0,26
4841c5742dfc90234d28d97203f5130afbac5815,VALID_BACKPORT,tests_fixed,Success,Success,Success,Fail,,0,1,0
89c823439ba3e85ee52b7c511730237ab8565a0d,VALID_BACKPORT,,Fail,Skipped,Skipped,Skipped (Build Failed),,0,0,0
